시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료,수강료공개여부,기숙사학원여부,도로명주소,도로명상세주소,도로명우편번호,전화번호,수정일자
J10,경기도교육청,수원시,교습소,3000028844,삼성일단지해법수학교습소,20160426,20160426,개원,        ,99991231,18,9,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 장안구 서부로 2065,", 205,206호 (율전동, 삼성아파트상가)",16363,,20231018
J10,경기도교육청,수원시,교습소,70281,삼성컴퓨터,19980811,19980811,개원,19980811,99991231,42,7,정보,정보,정보화 교육 초급,정보교과,"정보화 교육 초급:160000, 정보화 교육 중급:170000, 정보기술자격(ITQ) 국가기술자격 코딩 및 기능사 워드프로세서 컴퓨터활용:180000, 사무자동화과정/정보기술/국가기술자격/그래픽 활용 및 블로그(성인):200000, 컴퓨터활용능력/MOS Master/산업기사/기사(성인):250000, 정보기술자격, 워드, 파워포인트, 엑셀 등(초등부):140000, 정보기술자격, 워드, 파워포인트, 엑셀 등(중고등부):150000, 국가기술자격기능사, 워드, 컴활능력 및 코등(초중고):160000, 사무자동화-OA(대학부 및 성인):170000, 국가기술자격(대학부 및 성인):180000, 컴활능력1급, MOS, 산업기사, 기사:220000",Y,N,경기도 수원시 권선구 권중로 158, 벽산아파트 상가 411동 202호 (권선동),441741,031-232-9398,20251221
J10,경기도교육청,수원시,교습소,3000018793,상상그림터미술교습소,20130628,20130628,개원,        ,99991231,76,9,예능(대),예능(중),미술일반(A),음악,"미술일반(A):80000, 미술일반(B):100000, 미술일반(중등부):100000, 초등미술(주2회):85000, 초등미술(주3회):120000, 초등미술(주1회):43000, 미술 주1회:46000, 미술 주2회:92000, 중등반 1회:69000",Y,N,경기도 수원시 장안구 이목로24,", 수원 SK SKY VIEW 601동 212호 전체 (정자동)",440830,031-268-4467,20231018
J10,경기도교육청,수원시,교습소,3000044303,상상나무미술교습소,20200602,20140317,개원,        ,99991231,63,7,예능(대),예능(중),미술1,미술,"미술1:100000, 미술2:120000, 미술3:70000, 미술4:110000, 미술5:130000, 미술A:110000, 미술B:130000, 미술C:120000, 미술D:140000",Y,N,경기도 수원시 권선구 금곡로73번길 71,", 216호 (금곡동, 금곡엘지아파트)",16382,,20231018
J10,경기도교육청,수원시,교습소,3000034251,상상도토리미술교습소,20170921,20170921,개원,        ,99991231,84,7,예능(대),예능(중),주2회반,미술,"주2회반:86000, 주3회반:129000, 미술 주1회:64000, 미술주2회:120000, 미술주3회:15000, 초등미술1:65000, 초등미술2:120000, 초등미술3:145000, 미술1:101652, 미술2:150000, 미술3:180000, 미술4:260000",Y,N,경기도 수원시 권선구 매곡로 43,", 310동 208호 (금곡동)",16397,null,20250302
J10,경기도교육청,수원시,교습소,3000030430,상상숲미술교습소,20161013,20161013,개원,        ,99991231,21,7,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 팔달구 팔달문로163번길 28,", 1층 102호 (우만동)",16238,,20231018
J10,경기도교육청,수원시,교습소,3000081696,상상톡미술교습소,20260414,20260414,개원,        ,        ,0,0,예능(대),,,, ,Y, ,경기도 수원시 영통구 광교호수공원로 45,"102호(원천동,광교 호반베르디움)",16516,,20260426
J10,경기도교육청,수원시,교습소,6019,상상피아노음악교습소,20040115,20040115,개원,        ,99991231,24,0,예능(대),예능(중),,음악, ,N,N,경기도 수원시 권선구 서수원로 607,", 201호 (금곡동,강남아파트상가동)",441746,031-296-7544,20250601
J10,경기도교육청,수원시,교습소,28251,새로남피아노교습소,20070919,20070919,개원,        ,99991231,130,5,예능(대),예능(중),초급(바이엘),음악,"초급(바이엘):100000, 중급(체르니):100000, 고급(체르니30):120000, 고급(체르니40이상):130000, 입시반:200000, 초급피아노:110000, 중급피아노:120000, 고급피아노A:130000, 고급피아노B:140000, 입시피아노:300000, 피아노초급:120000, 피아노중급:130000, 피아노고급A:140000, 피아노고급B:150000, 피아노입시:400000, 피아노 초급(바이엘):130000, 피아노 중급A(체르니 100):140000, 피아노 중급B(체르니 30):150000, 피아노 중급C(체르니 40):160000, 피아노 고급(입시):400000, 초급반피아노(바이엘):140000, 중급A반:150000, 중급B반:160000, 중급C반:170000, 입시반:400000",Y,N,경기도 수원시 영통구 영통로 349,  4층 (영통동),443470,,20231018
J10,경기도교육청,수원시,교습소,68472,새로핌피아노,19800813,19800813,개원,19800813,99991231,9,3,예능(대),예능(중),음악일반(피아노초급),음악,"음악일반(피아노초급):100000, 음악일반(피아노중급):110000, 음악일반(피아노고급):120000",Y,N,경기도 수원시 팔달구 팔달로127번길 55-1,", 1층(화서동)",16439,031-246-0868,20260426
J10,경기도교육청,수원시,교습소,3000050963,새벽국어교습소,20220428,20220428,개원,        ,99991231,28,7,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 장안구 정자천로13번길 21,", 3층 일부 (천천동, 302호)",16421,,20231018
J10,경기도교육청,수원시,교습소,3000076090,새봄문해력교실독서논술교습소,20251010,20251010,개원,        ,        ,0,6,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 영통구 매영로 346,", 111호(영통동,신나무실 건영아파트 상가)",16699,,20251012
J10,경기도교육청,수원시,교습소,3000073531,새삼논술교습소,20250225,20250225,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 권선구 삼천병마로1570번길 69,", 102호(오목천동)",16636,,20250302
J10,경기도교육청,수원시,교습소,3000055160,새피카소미술교습소,20230503,20230503,개원,        ,99991231,0,0,예능(대),예능(중),초등 미술,미술,"초등 미술:150000, 유치부 미술:100000",Y,N,경기도 수원시 권선구 세권로43번길 26-6,", 114호 (세류동, 수원권선 어울림)",16575,null,20251123
J10,경기도교육청,수원시,교습소,3000043558,색감화실미술교습소,20200225,20200225,개원,        ,99991231,207,9,예능(대),예능(중),,미술, ,Y,N,경기도 수원시 팔달구 효원로 36,", 2층 (매산로3가)",16456,,20231018
J10,경기도교육청,수원시,교습소,3000081681,샘길수학교습소,20260413,20260413,개원,        ,        ,0,8,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 팔달구 세지로244번길 7,1층 일부(인계동),16472,,20260426
J10,경기도교육청,수원시,교습소,70232,샘내피아노,19980328,19980328,개원,19980328,99991231,20,0,예능(대),예능(중),음악일반(피아노기초),음악, ,Y,N,경기도 수원시 장안구 하률로46번길 22," 삼호진덕아파트 상가 206호 (천천동, 삼호진덕아파트상가)",440717,031-271-2396,20231018
J10,경기도교육청,수원시,교습소,3000071868,생각나래본원독서토론논술교습소,20240909,20240909,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,초등논술A,보습·논술,"초등논술A:140000, 초등논술B:170000",Y, ,경기도 수원시 영통구 봉영로 1526,", 201호 일부(영통동,살구골 진덕,서광,성지,동아 아파트)",16701,010-5344-9051,20240929
J10,경기도교육청,수원시,교습소,3000067663,생각더하기창의수학교습소,20240129,20240129,개원,        ,        ,0,9,기타(대),,,, ,Y, ,경기도 수원시 권선구 서수원로577번길 341,", B111호(금곡동,수원모아미래도센트럴타운1단지)",16380,,20240303
J10,경기도교육청,수원시,교습소,3000012508,생각의숲창의수학교습소,20230621,20230626,개원,        ,        ,0,3,기타(대),,창의수학1,,"창의수학1:70000, 창의수학2:75000, 창의수학3:80000",Y, ,경기도 수원시 팔달구 덕영대로697번길 17,"401호(화서동, 그린프라자)",16435,010-3688-0936,20240804
J10,경기도교육청,수원시,교습소,3000033232,생각이크는아이들독서논술교습소,20170609,20170609,개원,        ,99991231,0,0,입시.검정 및 보습,보통교과,,보습·논술, ,Y,N,경기도 수원시 영통구 영통로501번길 10-15,", 2층 전체  (영통동)",16706,,20251019
J10,경기도교육청,수원시,교습소,3000049214,생각이피어나는독서논술교습소,20211217,20211217,개원,        ,99991231,9,6,입시.검정 및 보습,보통교과,,보습·논술, ,Y,N,경기도 수원시 장안구 천천로22번길 34,", 206호 (정자동, 백설마을 삼환 나우빌 아파트 상가동)",16332,,20231018
J10,경기도교육청,수원시,교습소,3000063592,생각키움수학교습소,20231204,20231204,개원,        ,        ,0,9,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 영통구 영흥숲길 50,", 202호 일부(원천동,영흥숲푸르지오파크비엔근린생활시설-1)",16523,,20250720
J10,경기도교육청,수원시,교습소,3000039155,생각하는아이논술교습소,20190102,20190102,개원,        ,99991231,10,5,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 장안구 만석로20번길 38,", 4층 406호 (정자동, 예인유치원)",16330,,20240303
J10,경기도교육청,수원시,교습소,3000069612,생각하는코끼리통합논술교습소,20240729,20240729,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 권선구 당진로14번길 57,", 204호(당수동, 삼정아파트 상가동)",16375,,20240804
J10,경기도교육청,수원시,교습소,3000074795,샤인영어교습소,20250709,20250709,개원,        ,        ,0,8,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 팔달구 정조로 697,(매교동) 704호,16467,,20251019
J10,경기도교육청,수원시,교습소,3000035911,서수원푸르지오해법수학교습소,20180214,20180214,개원,        ,99991231,18,9,입시.검정 및 보습,보통교과,초등수학1,보습,"초등수학1:150000, 중등수학1:200000, 초등수학:180000, 중등수학:240000",Y,N,경기도 수원시 권선구 입북로77번길 62,", 제116동 2층 203호 (입북동, 서수원 레이크 푸르지오 1단지)",16365,null,20240128
J10,경기도교육청,수원시,교습소,3000023733,서울음악교습소,20141218,20141218,개원,        ,99991231,15,8,예능(대),예능(중),,음악, ,Y,N,경기도 수원시 영통구 도청로 65,", 204호 (이의동)",443270,,20260201
J10,경기도교육청,수원시,교습소,3000034547,서진국어교습소,20171024,20171024,개원,        ,99991231,3,3,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 영통구 봉영로1744번길 11,",  301호 일부(1/3) (벽산.풍림아파트상가1동) (영통동, 벽산.풍림아파트)",16713,031-202-3258,20231018
J10,경기도교육청,수원시,교습소,3000050266,서평공감수학교습소,20220228,20220228,개원,        ,99991231,21,7,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 권선구 세화로168번길 15,", 201호 (서둔동, 센트라우스)",16620,,20250817
J10,경기도교육청,수원시,교습소,3000036361,서희피아노교습소,20180323,20180323,개원,        ,99991231,15,7,예능(대),예능(중),,음악, ,Y,N,경기도 수원시 권선구 온정로9번길 36,", 202호 (오목천동)",16631,031-291-0690,20231018
J10,경기도교육청,수원시,교습소,2431,선경피아노교습소,20021127,20021127,개원,        ,99991231,35,4,예능(대),예능(중),음악일반 초급,음악, ,N,N,경기도 수원시 팔달구 권광로317번길 15, 선경A상가동 302호 (인계동),442825,,20231018
J10,경기도교육청,수원시,교습소,3000046433,선수학교습소,20210316,20210316,개원,        ,99991231,0,0,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 장안구 화산로 263,", 202호 203호 (율전동, 신일아파트)",16359,,20231018
J10,경기도교육청,수원시,교습소,70518,선아미술,20000909,20000909,개원,20000909,99991231,6,6,예능(대),예능(중),미술일반,미술, ,Y,N,경기도 수원시 장안구 송정로138번길 21,일원(조원동),16309,031-252-8833,20260426
J10,경기도교육청,수원시,교습소,3000076028,선일스마트해법수학교습소,20250926,20250926,개원,        ,        ,0,5,입시.검정 및 보습,보통교과,사고력수학,보습,"사고력수학:75000, 수리논술:75000, 초등1~4:233000, 초등5~6:238000, 중등:288000",Y, ,경기도 수원시 권선구 권중로 110,", 203호(권선동,보성,유원아파트 상가1동)",16560,,20251019
J10,경기도교육청,수원시,교습소,3000036669,성균관논술교습소,20180418,20180418,개원,        ,99991231,18,8,입시.검정 및 보습,보통교과,초등논술,보습,"초등논술:100000, 초등논술:150000, 중등논술:120000",Y,N,경기도 수원시 장안구 화산로 263,", 207호 (율전동, 신일아파트)",16359,,20231018
J10,경기도교육청,수원시,교습소,3000028318,성균관수학교습소,20160315,20160315,개원,        ,99991231,18,9,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 팔달구 덕영대로697번길 21-7,", 404호 일부(화서동, 정자프라자1동)",16435,,20240505
J10,경기도교육청,수원시,교습소,3000053519,성찬쌤수학의공간수학교습소,20221222,20221222,개원,        ,99991231,42,7,입시.검정 및 보습,보통교과,수학(중등A),보통교과,"수학(중등A):320000, 수학(중등B):320000, 수학(고등A):360000, 수학(고등B):360000, 수학(고등C):360000, 수학(고등D):360000, 수학(고등E):380000, 수학(고등F):250000",Y,N,경기도 수원시 장안구 대평로 80,", 813호 (정자동, 정연메이져1동)",16334,,20240929
J10,경기도교육청,수원시,교습소,3000026134,세류뮤직스토리음악교습소,20150825,20150825,개원,        ,99991231,117,9,예능(대),예능(중),바이엘,음악,"바이엘:160000, 체르니100:170000, 체르니30:180000, 체르니40:190000, 우쿨렐레:100000",Y,N,경기도 수원시 권선구 세권로1,", 206호 (세류동, 센트럴타운3단지상가동)",441110,031-231-9991,20260201
J10,경기도교육청,수원시,교습소,3000024308,세류점수잔리영어교습소,20150217,20150217,개원,        ,99991231,75,9,입시.검정 및 보습,보통교과,초등영어,보습,"초등영어:150000, 중등영어:180000, 고등영어:200000, 영어초급반:170000, 영어중급반:180000, 영어고급반:190000, 중등초급반:200000, 중등중급반:220000, 중등고급반:240000",N,N,경기도 수원시 권선구 세류로 39,", 204호 (세류동, LH수원센트럴타운2단지)",16592,,20231018
J10,경기도교육청,수원시,교습소,3000049176,세이아트스튜디오미술교습소,20211216,20211216,개원,        ,99991231,6,8,예능(대),예능(중),,미술, ,Y,N,경기도 수원시 장안구 대평로 80,", 404-1호 (정자동, 정연메이져1동)",16334,,20231018
J10,경기도교육청,수원시,교습소,3000026469,센트럴삼단지이해법셀파수학교습소,20151002,20151002,개원,        ,99991231,92,9,입시.검정 및 보습,보통교과,초등수학1,보습,"초등수학1:180000, 초등수학2:190000, 중등수학1:220000, 중등수학2:240000",Y,N,경기도 수원시 권선구 세권로 1,", 202호 (세류동,엘에이치수원센트럴타운3단지 상가동)",441867,031-233-2070,20251123
J10,경기도교육청,수원시,교습소,3000026311,셀파수학정자풍림수학교습소,20150915,20150915,개원,        ,99991231,107,7,입시.검정 및 보습,보통교과,초등단과(수학),보습,"초등단과(수학):190000, 중등단과(수학):280000, 고등단과(수학):400000, 초등 1,2:210000, 초등 3,4:230000, 초등 5,6:300000, 중등:350000, 고등:460000",Y,N,경기도 수원시 장안구 정자천로189번길 47,", 206호(정자동,연꽃마을 풍림아파트)",16334,031-305-3885,20250831
J10,경기도교육청,수원시,교습소,3000077419,소랑화실미술교습소,20260209,20260209,개원,        ,        ,0,9,예능(대),,,, ,Y, ,경기도 수원시 영통구 효원로 363,", 202호(매탄동, 매탄위브하늘채 302 상가A)",16543,,20260215
J10,경기도교육청,수원시,교습소,3000047104,소리공감국악교습소,20210528,20210528,개원,        ,99991231,40,8,예능(대),예능(중),,음악, ,Y,N,경기도 수원시 팔달구 권광로 246,", 203호 (인계동, 래미안 노블클래스 상가동)",16534,,20231018
J10,경기도교육청,수원시,교습소,3000024654,소리나라피아노교습소,20150317,20150317,개원,20200519,20210518,38,5,예능(대),예능(중),바이엘,음악,"바이엘:100000, 체르니:100000, 피아노:115000, 일반:130000, 바이엘:130000, 체르니:140000, 스즈키(바이올린):100000, 플룻1:100000",Y,N,경기도 수원시 팔달구 동말로 104,", 101호 (고등동)",442880,,20231018
J10,경기도교육청,수원시,교습소,70418,소리샘음악,19991119,19991119,개원,19991119,99991231,82,5,예능(대),예능(중),음악일반(피아노초급),음악,"음악일반(피아노초급):120000, 음악일반(피아노중급A):130000, 음악일반(피아노중급B):140000, 음악일반(피아노중급C):150000, 음악입시(피아노입시):360000, 피아노 초급:130000, 피아노 중급l:140000, 피아노 중급ll:150000, 피아노 고급:160000, 초급:140000, 중급 1:150000, 중급 2:160000, 고급:170000, 바이엘:140000, 체르니100:140000, 체르니30:150000, 체르니40:160000",N,N,경기도 수원시 영통구 봉영로1517번길 23,가상가동 203호 (영통동) ,443811,031-206-1230,20231018
J10,경기도교육청,수원시,교습소,39336,소리샘피아노교습소,20091203,20091203,개원,        ,99991231,35,5,예능(대),예능(중),현악기반,음악,"현악기반:120000, 체르니40:170000, 바이엘:140000, 체르니100:150000, 체르니30:160000",Y,N,경기도 수원시 권선구 매실로 70,", 306호 (호매실동, 호매실GS아파트 301동)",16395,031-297-0827,20260201
J10,경기도교육청,수원시,교습소,3000022120,소리울음악교습소,20140704,20140704,개원,        ,99991231,3,3,예능(대),예능(중),,음악, ,N,N,경기도 수원시 장안구 송원로 109-8,", 202호 (조원동,수원 한일타운 분산상가1)",440200,,20231018
J10,경기도교육청,수원시,교습소,3000014296,소마미술교습소,20120302,20120302,개원,        ,99991231,7,7,예능(대),예능(중),미술일반(초등),미술,"미술일반(초등):100000, 미술일반(중등):150000",Y,N,경기도 수원시 장안구 대평로51번길 56,", 205호 (정자동,꽃뫼노을마을한국아파트 지하주차장)",440842,031-268-3563,20231018
J10,경기도교육청,수원시,교습소,68504,소망피아노,19860710,19860710,개원,20220801,20220807,6,6,예능(대),예능(중),0,음악, ,N,N,경기도 수원시 영통구 창룡대로 470, (이의동) ,443270,031-242-7254,20231018
J10,경기도교육청,수원시,교습소,3000040637,소운미술교습소,20190520,20190520,개원,        ,99991231,42,15,예능(대),예능(중),유치부,미술,"유치부:90000, 초등부기초1:100000, 초등부기초2:160000, 초등실기1:110000, 초등실기2:180000, 중등부1:120000, 중등부2:200000, 고등부1:120000, 고등부2:200000",Y,N,경기도 수원시 권선구 경수대로302번길 29,", 203호 (권선동, 권선삼성아파트)",16583,,20250706
J10,경기도교육청,수원시,교습소,70614,소율음악교습소,20010919,20010919,개원,20110210,20110216,61,5,예능(대),예능(중),,음악, ,Y,N,경기도 수원시 영통구 봉영로1517번길 73,  삼성태영아파트 상가202호 (영통동),443470,031-205-0715,20260201
J10,경기도교육청,수원시,교습소,3000052032,손수학교습소,20220808,20220808,개원,        ,99991231,0,0,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 영통구 반달로35번길 30,", 333호 (영통동, 영통역 아이파크)",16705,,20231018
J10,경기도교육청,수원시,교습소,3000073119,솔루니송죽논술교습소,20250113,20250113,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 장안구 송원로 10,", 112호(송죽동)",16307,,20250202
J10,경기도교육청,수원시,교습소,3000072973,솔루니하늘채누리숲독서토론논술교습소,20241231,20241231,개원,        ,        ,0,0,입시.검정 및 보습,보통교과,초등논술A,보습·논술,"초등논술A:130000, 초등논술B:150000, 초등논술C:170000, 중등논술:200000, 초등방학특강:120000, 중등방학특강:160000",Y, ,경기도 수원시 권선구 곡반정로 160,",420호 (곡반정동, 라퍼스트)",16668,,20250706
J10,경기도교육청,수원시,교습소,3000076165,솔리오수학교습소,20251017,20251017,개원,        ,        ,0,3,입시.검정 및 보습,보통교과,중등수학,보습,"중등수학:390000, 고등수학:450000",Y, ,경기도 수원시 영통구 도청로89번길 43,", 303호 일부(이의동, 에듀프라자)",16509,,20251026
J10,경기도교육청,수원시,교습소,3000064243,솔쌤영어교습소,20240119,20240119,개원,        ,        ,0,5,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 장안구 만석로19번길 11-7,"3층 303호(천천동, 대일프라자)",16329,,20240128
J10,경기도교육청,수원시,교습소,3000014820,송림해법영어교습소,20120409,20120409,개원,        ,99991231,39,9,입시.검정 및 보습,보통교과,초등단과(영어),보습, ,Y,N,경기도 수원시 장안구 대평로51번길 56,", 503호 일부 (정자동,꽃뫼노을마을한국아파트 지하주차장)",440842,,20231018
J10,경기도교육청,수원시,교습소,3000068387,송뮤직음악교습소,20240325,20240325,개원,        ,        ,0,9,입시.검정 및 보습,보통교과,과학 중등,보습,"과학 중등:170000, 과학 고등:200000, 수학 고등:370000, 수학 중등:270000, 수학 초등:160000, 수학 초등1:130000, 고등영어:320000, 논술B:190000, 논술C:240000, 논술D:260000, 논술A:150000, 고등 수학:450000",Y, ,경기도 수원시 권선구 금곡로212번길 25,", 204호(금곡동)",16393,,20260201
J10,경기도교육청,수원시,교습소,3000076253,송유진기타스튜디오음악교습소,20251028,20251028,개원,        ,        ,0,8,예능(대),,,, ,Y, ,경기도 수원시 영통구 법조로 25,", 3509호(하동, 광교 SK VIEW Lake A)",16514,,20251102
J10,경기도교육청,수원시,교습소,3000068278,수오름고등수학교습소,20240318,20240318,개원,        ,        ,0,8,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 권선구 금곡로118번길 24,", 209호 일부(금곡동)",16388,,20240324
J10,경기도교육청,수원시,교습소,3000027992,수원나노주산암산교습소,20160223,20160223,개원,        ,99991231,4,4,입시.검정 및 보습,보통교과,,보습, ,Y,N,경기도 수원시 영통구 효원로 363,", 111호(매탄위브하늘채 303 상가B) (매탄동, 매탄 위브 하늘채)",16543,,20231018
J10,경기도교육청,수원시,교습소,3000052969,수원망포지점ITC실용영어교습소,20221108,20221108,개원,        ,99991231,8,8,국제화,외국어,,실용외국어(유아/초·중·고), ,Y,N,경기도 수원시 영통구 태장로82번길 32,", 206호 (망포동, 동수원자이1차)",16687,,20231018
J10,경기도교육청,수원시,교습소,3000039624,수원청솔한라영어교습소,20190220,20190220,개원,        ,99991231,39,7,입시.검정 및 보습,보통교과,화이트영어,보습,"화이트영어:160000, 엘로우영어:180000, 블랙영어:200000, 영어:170000, 영어:190000, 영어:230000",Y,N,경기도 수원시 장안구 만석로20번길 28,", 2층 201호 (정자동, 청솔마을 한라 아파트)",16330,031-271-1361,20231018
J10,경기도교육청,수원시,교습소,3000047110,수잉글리쉬클래스영어교습소,20210531,20210531,개원,        ,99991231,0,0,국제화,보통교과,,보습, ,Y,N,경기도 수원시 영통구 영통로200번길 21,", 403호 (영통동, 현대프라자)",16690,,20251019
J10,경기도교육청,수원시,교습소,3000024888,수지피아노교습소,20150206,20150206,개원,        ,99991231,50,6,예능(대),예능(중),,음악,"바이엘:100000, 체르니100:110000, 체르니30:120000, 체르니40:130000, 바이엘과정:120000, 체르니100/30과정:130000, 체르니 40과정:140000, 바이엘:130000, 체르니100:140000, 체르니30:140000, 체르니40:150000",Y,N,경기도 수원시 영통구 중부대로271번길 27-11,", 204호, 207호 (원천동, 주공아파트)",443757,,20250323
J10,경기도교육청,수원시,교습소,2450,수채화미술교습소,20021031,20021031,개원,        ,99991231,7,7,예능(대),예능(중),미술일반(기초반),미술, ,Y,N,경기도 수원시 권선구 권중로 136, 대원신동아A상가 206호 (권선동),441837,,20241117
J10,경기도교육청,수원시,교습소,41541,수학꽃필무렵수학교습소,20100702,20100702,개원,        ,99991231,687,7,입시.검정 및 보습,보통교과,초등A,보습,"초등A:220000, 초등B:230000, 초등C:240000, 초등D:250000, 초등E:260000, 초등F:270000, 초등심화A:280000, 초등심화B:290000, 초등심화C:300000, 초등통합반A:350000, 초등통합반B:360000, 초등통합반C:370000, 초등통합반D:380000, 중등A:280000, 중등B:290000, 중등C:300000, 중등D:310000, 중등E:320000, 중등F:330000, 중등심화A:340000, 중등심화B:350000, 중등심화C:360000, 중등통합반A:450000, 중등통합반B:460000, 중등통합반C:470000, 중등통합반D:480000, 고등1-A:350000, 고등1-B:360000, 고등1-C:370000, 고등1-D:380000, 고등1-E:390000, 고등2-A:400000, 고등2-B:450000, 고등3-A:500000, 고등3-B:550000, 초등특강:200000, 중등특강:250000, 고등특강:300000, 시범수업(초등,중등):20000, 고등통합반A:530000, 고등통합반B:540000, 고등통합반C:550000, 고등통합반D:560000, 고등통합반E:570000, 고등통합반F:580000, 고등통합반G:590000, 고등통합반H:700000",Y,N,경기도 수원시 권선구 덕영대로1217번길 24,  201 (권선동),441832,031-235-5496,20250810
J10,경기도교육청,수원시,교습소,3000074490,수학나무수학교습소,20250610,20250610,개원,        ,        ,0,6,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 권선구 동수원로177번길 40,", 상가228호(권선동,수원아이파크시티8단지)",16663,,20250615
J10,경기도교육청,수원시,교습소,3000029407,수학마스터수학교습소,20140102,20140102,개원,        ,99991231,12,4,입시.검정 및 보습,보통교과,중등수학,보습,"중등수학:270000, 고등수학:330000",Y,N,경기도 수원시 권선구 금곡로 5-42,", 4층 (금곡동,남미빌딩)",16381,,20250330
J10,경기도교육청,수원시,교습소,3000021560,수학시간수학교습소,20140428,20140428,개원,        ,99991231,64,8,입시.검정 및 보습,보통교과,수학(초),보습,"수학(초):200000, 수학(중):250000, 수학(고):320000, 초등수학1:150000, 중등수학:200000, 초등수학2:160000, 중등수학:230000, 고등수학:400000, 초등단과(수학):170000, 중등단과(수학):240000, 고등단과(수학):350000, 초등단과(수학):170000, 중등단과(수학):240000, 고등단과(수학):350000",N,N,경기도 수원시 영통구 산남로 77,", 1층 상가 101호 (매탄동)",443801,null,20241229
J10,경기도교육청,수원시,교습소,3000036072,수학여행꽃뫼노을수학교습소,20180227,20180227,개원,        ,99991231,14,9,입시.검정 및 보습,보통교과,,보습,"초등(팩토수학):70000, 초등(팩토교과수학):110000, 초등(활동+교과수학):130000",Y,N,경기도 수원시 장안구 대평로51번길 56,", 한국아파트 상가 503 중 좌측 (정자동, 꽃뫼노을마을한국아파트)",16319,,20250112
J10,경기도교육청,수원시,교습소,3000064039,수학여행수학교습소,20240105,20240105,개원,        ,        ,0,8,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 팔달구 덕영대로803번길 39, 401호 일부(화서동),16442,,20251130
J10,경기도교육청,수원시,교습소,3000077715,수학의달인매교마인점수학교습소,20260309,20260309,개원,        ,        ,0,0,입시.검정 및 보습,보통교과,초등수학A,보습,"초등수학A:250000, 초등수학A2:80000, 초등수학B:200000, 초등수학B2:100000, 초등수학C:150000, 중등수학A:270000, 중등수학B:330000, 초등수학D:260000, 초등수학E:210000, 초등수학F:160000, 초등수학G:110000",Y, ,경기도 수원시 팔달구 정조로 697,"705호(매교동, 마인프라자)",16467,,20260405
J10,경기도교육청,수원시,교습소,3000053748,수학의달인호매실벨섬시티점수학교습소,20230110,20230110,개원,        ,99991231,36,9,입시.검정 및 보습,보통교과,초등수학_1,보습,"초등수학_1:200000, 초등수학_2:170000, 중등수학_1:250000, 중등수학_2:190000, 초등 수학1:250000, 초등 수학2:200000, 중등 수학:270000",Y,N,경기도 수원시 권선구 호매실로218번길 22,", 107호 (호매실동, 호매실마을 14단지 벨섬시티 상가1동)",16402,null,20240303
J10,경기도교육청,수원시,교습소,42754,수학의목적과원리교습소,20101011,20101011,개원,        ,99991231,7,6,입시.검정 및 보습,보통교과,고등단과(수학),보습,고등단과(수학):250000,Y,N,경기도 수원시 장안구 대평로 74,  금강프라자 3층 303호 (정자동),440841,,20231018
J10,경기도교육청,수원시,교습소,3000072554,수학의이음수학교습소,20250124,20250124,개원,        ,        ,0,0,입시.검정 및 보습,,,, ,Y, ,경기도 수원시 영통구 태장로 81,", 407호(망포동, 망포동e-타운Ⅱ)",16688,,20250706
J10,경기도교육청,수원시,교습소,3000043566,수학의정원수학교습소,20200225,20200225,개원,        ,99991231,24,8,입시.검정 및 보습,보통교과,초등수학,보습,"초등수학:200000, 중등수학:350000, 고등수학:450000",Y,N,경기도 수원시 영통구 도청로89번길 31,", 4층 402호 전체 (이의동, 지(G)-타워)",16509,,20231018
